timestamp,symbol,price,size,side,trade_id
2024-03-28T13:34:07.855000+00:00,BTCUSDT,71262.8,0.028,sell,2105212683
2024-03-28T13:34:07.855000+00:00,BTCUSDT,71262.5,0.002,sell,2105212684
2024-03-28T13:34:07.855000+00:00,BTCUSDT,71262.1,0.174,sell,2105212685
2024-03-28T13:34:07.856000+00:00,BTCUSDT,71262.0,0.433,sell,2105212686
2024-03-28T13:34:07.856000+00:00,BTCUSDT,71261.4,0.002,sell,2105212687
2024-03-28T13:34:07.856000+00:00,BTCUSDT,71261.1,0.002,sell,2105212688
2024-03-28T13:34:07.856000+00:00,BTCUSDT,71260.3,0.002,sell,2105212689
2024-03-28T13:34:07.856000+00:00,BTCUSDT,71260.0,0.022,sell,2105212690
2024-03-28T13:34:07.859000+00:00,BTCUSDT,71259.6,0.009,sell,2105212691
2024-03-28T13:34:07.859000+00:00,BTCUSDT,71259.3,0.002,sell,2105212692
2024-03-28T13:34:07.868000+00:00,BTCUSDT,71259.0,0.002,sell,2105212693
2024-03-28T13:34:07.868000+00:00,BTCUSDT,71258.1,0.063,sell,2105212694
2024-03-28T13:34:07.879000+00:00,BTCUSDT,71258.1,0.469,buy,2105212695
2024-03-28T13:34:07.897000+00:00,BTCUSDT,71258.0,0.002,sell,2105212696
2024-03-28T13:34:07.917000+00:00,BTCUSDT,71258.1,0.084,buy,2105212697
2024-03-28T13:34:07.934000+00:00,BTCUSDT,71259.4,0.173,buy,2105212698
2024-03-28T13:34:07.957000+00:00,BTCUSDT,71261.4,3.163,sell,2105212699
2024-03-28T13:34:08.041000+00:00,BTCUSDT,71261.3,0.002,sell,2105212700
2024-03-28T13:34:08.058000+00:00,BTCUSDT,71257.7,0.002,sell,2105212701
2024-03-28T13:34:08.058000+00:00,BTCUSDT,71257.3,0.005,sell,2105212702
2024-03-28T13:34:08.058000+00:00,BTCUSDT,71256.8,0.042,sell,2105212703
2024-03-28T13:34:08.078000+00:00,BTCUSDT,71256.4,0.028,sell,2105212704
2024-03-28T13:34:08.078000+00:00,BTCUSDT,71256.1,0.019,sell,2105212705
2024-03-28T13:34:08.078000+00:00,BTCUSDT,71255.1,0.012,sell,2105212706
2024-03-28T13:34:08.078000+00:00,BTCUSDT,71254.6,0.058,sell,2105212707
2024-03-28T13:34:08.079000+00:00,BTCUSDT,71254.0,0.002,sell,2105212708
2024-03-28T13:34:08.079000+00:00,BTCUSDT,71253.9,0.163,sell,2105212709
2024-03-28T13:34:08.089000+00:00,BTCUSDT,71253.8,0.111,sell,2105212710
2024-03-28T13:34:08.089000+00:00,BTCUSDT,71253.4,0.1,sell,2105212711
2024-03-28T13:34:08.089000+00:00,BTCUSDT,71253.2,0.15,sell,2105212712
2024-03-28T13:34:08.089000+00:00,BTCUSDT,71253.1,0.065,sell,2105212713
2024-03-28T13:34:08.089000+00:00,BTCUSDT,71253.0,0.098,sell,2105212714
2024-03-28T13:34:08.089000+00:00,BTCUSDT,71252.9,0.1,sell,2105212715
2024-03-28T13:34:08.089000+00:00,BTCUSDT,71252.5,0.006,sell,2105212716
2024-03-28T13:34:08.089000+00:00,BTCUSDT,71252.0,0.004,sell,2105212717
2024-03-28T13:34:08.089000+00:00,BTCUSDT,71251.4,0.009,sell,2105212718
2024-03-28T13:34:08.089000+00:00,BTCUSDT,71251.3,0.002,sell,2105212719
2024-03-28T13:34:08.089000+00:00,BTCUSDT,71250.9,0.002,sell,2105212720
2024-03-28T13:34:08.089000+00:00,BTCUSDT,71250.4,0.025,sell,2105212721
2024-03-28T13:34:08.089000+00:00,BTCUSDT,71250.3,0.002,sell,2105212722
2024-03-28T13:34:08.089000+00:00,BTCUSDT,71250.2,0.002,sell,2105212723
2024-03-28T13:34:08.089000+00:00,BTCUSDT,71250.0,0.149,sell,2105212724
2024-03-28T13:34:08.089000+00:00,BTCUSDT,71249.9,0.1,sell,2105212725
2024-03-28T13:34:08.089000+00:00,BTCUSDT,71249.3,0.002,sell,2105212726
2024-03-28T13:34:08.089000+00:00,BTCUSDT,71248.9,0.238,sell,2105212727
2024-03-28T13:34:08.089000+00:00,BTCUSDT,71248.8,0.002,sell,2105212728
2024-03-28T13:34:08.089000+00:00,BTCUSDT,71248.7,0.1,sell,2105212729
2024-03-28T13:34:08.089000+00:00,BTCUSDT,71248.3,0.002,sell,2105212730
2024-03-28T13:34:08.089000+00:00,BTCUSDT,71248.2,0.875,sell,2105212731
2024-03-28T13:34:08.089000+00:00,BTCUSDT,71248.0,0.149,sell,2105212732
2024-03-28T13:34:08.089000+00:00,BTCUSDT,71247.8,0.534,sell,2105212733
2024-03-28T13:34:08.089000+00:00,BTCUSDT,71247.7,0.042,sell,2105212734
2024-03-28T13:34:08.089000+00:00,BTCUSDT,71247.6,0.172,sell,2105212735
2024-03-28T13:34:08.089000+00:00,BTCUSDT,71247.5,0.002,sell,2105212736
2024-03-28T13:34:08.089000+00:00,BTCUSDT,71247.4,0.002,sell,2105212737
