timestamp,symbol,price,size,side,trade_id
2024-03-28T00:15:22.615000+00:00,BTCUSDT,69565.1,0.126,sell,2104395096
2024-03-28T00:15:22.747000+00:00,BTCUSDT,69565.1,0.162,sell,2104395097
2024-03-28T00:15:22.935000+00:00,BTCUSDT,69565.1,0.005,sell,2104395098
2024-03-28T00:15:22.975000+00:00,BTCUSDT,69565.2,0.01,buy,2104395099
2024-03-28T00:15:23.190000+00:00,BTCUSDT,69565.2,0.011,buy,2104395100
2024-03-28T00:15:23.192000+00:00,BTCUSDT,69565.1,0.009,sell,2104395101
2024-03-28T00:15:23.255000+00:00,BTCUSDT,69565.2,0.019,buy,2104395102
2024-03-28T00:15:23.290000+00:00,BTCUSDT,69565.1,0.012,sell,2104395103
2024-03-28T00:15:23.431000+00:00,BTCUSDT,69565.2,0.056,buy,2104395104
2024-03-28T00:15:23.733000+00:00,BTCUSDT,69565.1,0.476,sell,2104395105
2024-03-28T00:15:23.855000+00:00,BTCUSDT,69565.1,0.095,sell,2104395106
2024-03-28T00:15:24.097000+00:00,BTCUSDT,69565.2,0.011,buy,2104395107
2024-03-28T00:15:24.252000+00:00,BTCUSDT,69565.2,0.01,buy,2104395108
2024-03-28T00:15:24.360000+00:00,BTCUSDT,69565.2,0.511,buy,2104395109
2024-03-28T00:15:24.574000+00:00,BTCUSDT,69565.2,0.011,buy,2104395110
2024-03-28T00:15:24.695000+00:00,BTCUSDT,69565.2,0.003,buy,2104395111
2024-03-28T00:15:25.042000+00:00,BTCUSDT,69565.2,1.01,buy,2104395112
2024-03-28T00:15:25.322000+00:00,BTCUSDT,69565.2,0.007,buy,2104395113
2024-03-28T00:15:25.428000+00:00,BTCUSDT,69565.2,0.01,buy,2104395114
2024-03-28T00:15:25.549000+00:00,BTCUSDT,69565.1,0.054,sell,2104395115
2024-03-28T00:15:25.554000+00:00,BTCUSDT,69565.0,0.006,sell,2104395116
2024-03-28T00:15:25.554000+00:00,BTCUSDT,69564.6,0.004,sell,2104395117
2024-03-28T00:15:25.555000+00:00,BTCUSDT,69564.3,0.002,sell,2104395118
2024-03-28T00:15:25.555000+00:00,BTCUSDT,69564.1,0.002,sell,2104395119
2024-03-28T00:15:25.555000+00:00,BTCUSDT,69564.0,0.012,sell,2104395120
2024-03-28T00:15:25.557000+00:00,BTCUSDT,69563.0,1.01,sell,2104395121
2024-03-28T00:15:25.558000+00:00,BTCUSDT,69562.5,0.02,sell,2104395122
2024-03-28T00:15:25.558000+00:00,BTCUSDT,69562.4,0.002,sell,2104395123
2024-03-28T00:15:25.564000+00:00,BTCUSDT,69562.1,0.119,sell,2104395124
2024-03-28T00:15:25.564000+00:00,BTCUSDT,69562.0,0.012,sell,2104395125
2024-03-28T00:15:25.564000+00:00,BTCUSDT,69561.9,0.002,sell,2104395126
2024-03-28T00:15:25.564000+00:00,BTCUSDT,69561.8,0.009,sell,2104395127
2024-03-28T00:15:25.564000+00:00,BTCUSDT,69561.7,0.002,sell,2104395128
2024-03-28T00:15:25.564000+00:00,BTCUSDT,69561.6,0.246,sell,2104395129
2024-03-28T00:15:25.564000+00:00,BTCUSDT,69561.5,0.007,sell,2104395130
2024-03-28T00:15:25.564000+00:00,BTCUSDT,69561.1,0.072,sell,2104395131
2024-03-28T00:15:25.565000+00:00,BTCUSDT,69561.0,0.006,sell,2104395132
2024-03-28T00:15:25.620000+00:00,BTCUSDT,69560.8,0.01,buy,2104395133
2024-03-28T00:15:25.620000+00:00,BTCUSDT,69560.7,0.002,sell,2104395134
2024-03-28T00:15:25.791000+00:00,BTCUSDT,69560.0,0.034,sell,2104395135
2024-03-28T00:15:25.791000+00:00,BTCUSDT,69559.9,0.035,sell,2104395136
2024-03-28T00:15:25.791000+00:00,BTCUSDT,69559.8,0.031,sell,2104395137
2024-03-28T00:15:25.791000+00:00,BTCUSDT,69560.1,0.024,buy,2104395138
2024-03-28T00:15:25.832000+00:00,BTCUSDT,69559.6,0.019,buy,2104395139
2024-03-28T00:15:25.852000+00:00,BTCUSDT,69559.5,0.01,sell,2104395140
2024-03-28T00:15:25.908000+00:00,BTCUSDT,69559.6,0.088,buy,2104395141
2024-03-28T00:15:26.036000+00:00,BTCUSDT,69559.6,0.059,buy,2104395142
2024-03-28T00:15:26.411000+00:00,BTCUSDT,69559.6,0.007,buy,2104395143
2024-03-28T00:15:26.659000+00:00,BTCUSDT,69559.6,0.11,buy,2104395144
2024-03-28T00:15:26.754000+00:00,BTCUSDT,69559.5,0.02,sell,2104395145
2024-03-28T00:15:26.995000+00:00,BTCUSDT,69559.6,0.002,buy,2104395146
2024-03-28T00:15:27.116000+00:00,BTCUSDT,69559.6,0.023,buy,2104395147
2024-03-28T00:15:27.223000+00:00,BTCUSDT,69559.6,1.845,buy,2104395148
2024-03-28T00:15:27.252000+00:00,BTCUSDT,69560.1,0.006,buy,2104395149
2024-03-28T00:15:27.252000+00:00,BTCUSDT,69560.2,0.003,buy,2104395150
2024-03-28T00:15:27.252000+00:00,BTCUSDT,69560.7,0.006,buy,2104395151
2024-03-28T00:15:27.280000+00:00,BTCUSDT,69560.8,0.003,buy,2104395152
2024-03-28T00:15:27.280000+00:00,BTCUSDT,69561.0,0.002,buy,2104395153
