timestamp,symbol,price,size,side,trade_id
2024-03-28T13:29:07.866000+00:00,BTCUSDT,71168.9,0.032,sell,2105186694
2024-03-28T13:29:07.870000+00:00,BTCUSDT,71169.0,0.03,buy,2105186695
2024-03-28T13:29:07.882000+00:00,BTCUSDT,71168.9,0.064,sell,2105186696
2024-03-28T13:29:07.904000+00:00,BTCUSDT,71169.0,0.05,buy,2105186697
2024-03-28T13:29:07.909000+00:00,BTCUSDT,71168.9,0.026,sell,2105186698
2024-03-28T13:29:08.069000+00:00,BTCUSDT,71168.9,0.016,sell,2105186699
2024-03-28T13:29:08.105000+00:00,BTCUSDT,71169.0,0.014,buy,2105186700
2024-03-28T13:29:08.128000+00:00,BTCUSDT,71168.9,0.007,sell,2105186701
2024-03-28T13:29:08.133000+00:00,BTCUSDT,71169.0,0.06,buy,2105186702
2024-03-28T13:29:08.186000+00:00,BTCUSDT,71168.9,0.026,sell,2105186703
2024-03-28T13:29:08.232000+00:00,BTCUSDT,71169.0,0.198,buy,2105186704
2024-03-28T13:29:08.232000+00:00,BTCUSDT,71169.2,0.002,buy,2105186705
2024-03-28T13:29:08.232000+00:00,BTCUSDT,71169.7,0.002,buy,2105186706
2024-03-28T13:29:08.232000+00:00,BTCUSDT,71169.9,0.081,buy,2105186707
2024-03-28T13:29:08.232000+00:00,BTCUSDT,71170.0,0.012,buy,2105186708
2024-03-28T13:29:08.232000+00:00,BTCUSDT,71170.2,0.004,buy,2105186709
2024-03-28T13:29:08.232000+00:00,BTCUSDT,71170.3,0.003,buy,2105186710
2024-03-28T13:29:08.232000+00:00,BTCUSDT,71171.0,0.01,buy,2105186711
2024-03-28T13:29:08.232000+00:00,BTCUSDT,71171.1,0.002,buy,2105186712
2024-03-28T13:29:08.232000+00:00,BTCUSDT,71171.3,0.002,buy,2105186713
2024-03-28T13:29:08.232000+00:00,BTCUSDT,71171.5,0.004,buy,2105186714
2024-03-28T13:29:08.232000+00:00,BTCUSDT,71171.8,0.1,buy,2105186715
2024-03-28T13:29:08.232000+00:00,BTCUSDT,71171.9,0.101,buy,2105186716
2024-03-28T13:29:08.232000+00:00,BTCUSDT,71172.0,0.012,buy,2105186717
2024-03-28T13:29:08.232000+00:00,BTCUSDT,71172.2,0.104,buy,2105186718
2024-03-28T13:29:08.232000+00:00,BTCUSDT,71172.3,0.089,buy,2105186719
2024-03-28T13:29:08.252000+00:00,BTCUSDT,71172.2,0.007,sell,2105186720
2024-03-28T13:29:08.379000+00:00,BTCUSDT,71172.2,0.066,sell,2105186721
2024-03-28T13:29:08.448000+00:00,BTCUSDT,71172.3,0.008,buy,2105186722
2024-03-28T13:29:08.459000+00:00,BTCUSDT,71172.2,0.027,sell,2105186723
2024-03-28T13:29:08.571000+00:00,BTCUSDT,71172.2,1.372,sell,2105186724
2024-03-28T13:29:08.629000+00:00,BTCUSDT,71172.3,0.011,buy,2105186725
2024-03-28T13:29:08.712000+00:00,BTCUSDT,71172.2,0.634,sell,2105186726
2024-03-28T13:29:08.714000+00:00,BTCUSDT,71170.0,0.002,sell,2105186727
2024-03-28T13:29:08.714000+00:00,BTCUSDT,71169.0,0.053,sell,2105186728
2024-03-28T13:29:08.817000+00:00,BTCUSDT,71169.1,0.048,buy,2105186729
2024-03-28T13:29:08.896000+00:00,BTCUSDT,71169.0,0.035,sell,2105186730
